a21,c22,1.827084703646861e-05
a21,c793,0.26834393042461446
a21,c2652,0.4419717898121757
a21,c5108,0.17275085872981072
a21,c40527,0.0070342761090404155
a21,c364,0.0062120879923993275
a21,c60851,0.016900533508733464
a21,c48572,1.827084703646861e-05
a21,c100293,0.005883212745742892
a21,c110138,0.0001644376233282175
a21,c125128,0.007545859826061536
a21,c129893,1.827084703646861e-05
a21,c21912,0.011072133304099977
a21,c69666,0.001735730468464518
a21,c194999,0.0014251260688445517
a21,c238557,0.0012424175984798655
a21,c12335,0.00025579185851056055
a21,c265385,0.0019367097858656727
a21,c266173,3.654169407293722e-05
a21,c55716,1.827084703646861e-05
a21,c104294,0.0006029379522034642
a21,c15013,0.0004019586348023094
a21,c5356,0.00042022948183877807
a21,c9133,9.135423518234305e-05
a21,c430192,1.827084703646861e-05
a21,c433874,0.000328875246656435
a21,c117476,0.0009866257399693049
a21,c471724,0.0034531900898925674
a21,c12854,0.0035445443250749103
a21,c530257,0.0009318131988598991
a21,c548754,0.0010597091281151793
a21,c573341,9.135423518234305e-05
a21,c367582,9.135423518234305e-05
a21,c24981,0.00021925016443762334
a21,c606649,9.135423518234305e-05
a21,c606681,0.00014616677629174888
a21,c81103,0.00029233355258349777
a21,c456042,3.654169407293722e-05
a21,c639961,0.00010962508221881167
a21,c5860,0.00027406270554702916
a21,c650878,3.654169407293722e-05
a21,c665821,1.827084703646861e-05
a21,c221489,0.0013337718336622086
a21,c733186,1.827084703646861e-05
a21,c286402,0.00023752101147409195
a21,c769005,1.827084703646861e-05
a21,c4981,0.0003471460936929036
a21,c813319,3.654169407293722e-05
a21,c307107,3.654169407293722e-05
a21,c800779,0.0002009793174011547
a21,c776201,0.0008952715047869619
a21,c470501,0.0003106043996199664
a21,c240165,7.308338814587444e-05
a21,c950062,0.0014799386099539574
a21,c961622,0.0001827084703646861
a21,c974956,0.00012789592925528028
a21,c990067,1.827084703646861e-05
a21,c606644,1.827084703646861e-05
a21,c16043,0.00014616677629174888
a21,c1029477,0.00027406270554702916
a21,c110151,0.0012424175984798655
a21,c213379,5.4812541109405835e-05
a21,c1149382,7.308338814587444e-05
a21,c1197212,5.4812541109405835e-05
a21,c74765,0.00042022948183877807
a21,c581677,0.00025579185851056055
a21,c126910,0.0001644376233282175
