a21,c2652,0.0006740205877082189
a21,c793,0.0006017110924877738
a21,c5108,0.0005619001613088442
a21,c60851,0.0004969943427009944
a21,c21912,0.0004945670324857652
a21,c125128,0.000493098471759937
a21,c40527,0.000492885416317848
a21,c268856,0.000492573442277646
a21,c364,0.0004925430057859191
a21,c100293,0.0004924060415731474
a21,c12854,0.000491432073837883
a21,c471724,0.0004913940282232244
a21,c265385,0.000490762471019889
a21,c69666,0.0004906787706676398
a21,c950062,0.0004905722429465951
a21,c194999,0.0004905494155777999
a21,c221489,0.0004905113699631412
a21,c1569441,0.0004905037608402093
a21,c5852455,0.0004905037608402093
a21,c238557,0.0004904733243484824
a21,c110151,0.0004904733243484824
a21,c548754,0.0004903972331191649
a21,c117476,0.0004903667966274377
a21,c530257,0.0004903439692586426
a21,c776201,0.000490328751012779
a21,c182,0.0004902330483458675
a21,c1272615,0.0004902146141688027
a21,c104294,0.0004902070050458709
a21,c310306,0.0004901917868000076
a21,c584069,0.0004901917868000076
a21,c273,0.0004901765685541439
a21,c1425675,0.0004901385229394851
a21,c5356,0.0004901309138165534
a21,c74765,0.0004901309138165534
a21,c15013,0.0004901233046936218
a21,c29669,0.0004901233046936218
a21,c76462,0.0004901233046936218
a21,c682826,0.00049011569557069
a21,c4981,0.0004901004773248266
a21,c433874,0.0004900928682018946
a21,c682827,0.0004900928682018946
a21,c470501,0.000490085259078963
a21,c25439,0.000490085259078963
a21,c81103,0.0004900776499560313
a21,c14174,0.0004900776499560313
a21,c5860,0.0004900700408330995
a21,c1029477,0.0004900700408330995
a21,c1749789,0.0004900700408330995
a21,c1375205,0.0004900700408330995
a21,c12335,0.0004900624317101677
a21,c581677,0.0004900624317101677
a21,c689481,0.0004900624317101677
a21,c5320276,0.0004900624317101677
a21,c162039,0.0004900624317101677
a21,c286402,0.0004900548225872359
a21,c89962,0.0004900548225872359
a21,c2573419,0.0004900548225872359
a21,c2637,0.0004900548225872359
a21,c24981,0.0004900472134643041
a21,c135403,0.0004900472134643041
a21,c2929680,0.0004900472134643041
a21,c459476,0.0004900472134643041
a21,c35987,0.0004900472134643041
a21,c25858,0.0004900472134643041
a21,c800779,0.0004900396043413724
a21,c61617,0.0004900396043413724
a21,c241090,0.0004900396043413724
a21,c134490,0.0004900396043413724
a21,c1134618,0.0004900396043413724
a21,c109626,0.0004900396043413724
a21,c961622,0.0004900319952184408
a21,c475963,0.0004900319952184408
a21,c2248421,0.0004900319952184408
a21,c800923,0.0004900319952184408
a21,c1228218,0.0004900319952184408
a21,c2759137,0.0004900319952184408
a21,c110138,0.000490024386095509
a21,c126910,0.000490024386095509
a21,c1612459,0.000490024386095509
a21,c606681,0.0004900167769725771
a21,c16043,0.0004900167769725771
a21,c2049386,0.0004900167769725771
a21,c137314,0.0004900167769725771
a21,c3612429,0.0004900167769725771
a21,c974956,0.0004900091678496454
a21,c609500,0.0004900091678496454
a21,c206790,0.0004900091678496454
a21,c472801,0.0004900091678496454
a21,c7497,0.0004900091678496454
a21,c3553279,0.0004900091678496454
a21,c639961,0.0004900015587267137
a21,c181164,0.0004900015587267137
a21,c147747,0.0004900015587267137
a21,c820830,0.0004900015587267137
a21,c2333743,0.0004900015587267137
a21,c1407643,0.0004900015587267137
a21,c149585,0.0004900015587267137
a21,c45096,0.0004900015587267137
a21,c940949,0.0004900015587267137
a21,c2810550,0.0004900015587267137
a21,c1155426,0.0004900015587267137
a21,c8504268,0.0004900015587267137
a21,c9133,0.0004899939496037819
a21,c573341,0.0004899939496037819
a21,c367582,0.0004899939496037819
a21,c606649,0.0004899939496037819
a21,c256642,0.0004899939496037819
a21,c15087,0.0004899939496037819
a21,c323589,0.0004899939496037819
a21,c309340,0.0004899939496037819
a21,c2101953,0.0004899939496037819
a21,c15787,0.0004899939496037819
a21,c1616665,0.0004899939496037819
a21,c4254297,0.0004899939496037819
a21,c256383,0.0004899939496037819
a21,c974953,0.0004899939496037819
a21,c1734867,0.0004899939496037819
a21,c3589670,0.0004899939496037819
a21,c240165,0.0004899863404808502
a21,c1149382,0.0004899863404808502
a21,c1092888,0.0004899863404808502
a21,c2253439,0.0004899863404808502
a21,c104878,0.0004899863404808502
a21,c865458,0.0004899863404808502
a21,c504645,0.0004899863404808502
a21,c3364957,0.0004899863404808502
a21,c154181,0.0004899863404808502
a21,c24,0.0004899863404808502
a21,c592843,0.0004899863404808502
a21,c238787,0.0004899863404808502
a21,c1096739,0.0004899863404808502
a21,c273929,0.0004899863404808502
a21,c3394,0.0004899863404808502
a21,c3612430,0.0004899863404808502
a21,c3792780,0.0004899863404808502
a21,c61097,0.0004899863404808502
a21,c5107280,0.0004899863404808502
a21,c8548180,0.0004899863404808502
a21,c3618240,0.0004899863404808502
a21,c9906153,0.0004899863404808502
a21,c213379,0.0004899787313579185
a21,c1197212,0.0004899787313579185
a21,c1291961,0.0004899787313579185
a21,c2344186,0.0004899787313579185
a21,c1584075,0.0004899787313579185
